Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
,Legion,835486,,,,,H,7,,,,, ,,
,Legion,835682,,,13,,,,,,,, ,,
,Legion,835682,,,,,RPT,3,,,,, ,,
,Legion,836386,,,11,,,,,,,, ,,
,Legion,836386,,,,,PDP,2,,,,, ,,
,Legion,836386,,,,,RTR,1.25,,,,, ,,
,Legion,837168,,,30.5,,,,,,,, ,,
,Legion,837366,,,44,,,,,,,, ,,
,Legion,837366,,,,2,,,,,,, ,,
,Legion,837366,,,,,EP,3,,,,, ,,
,Legion,838241,,,16,,,,,,,, ,,
,Legion,838241,,,,,MP,2,,,,, ,,
,Legion,838241,,,,,RP,2,,,,, ,,
,Legion,838241,,,,4,,,,,,, ,,
,Legion,838241,,,,,18,3,,,,, ,,
,Legion,840619,,,0.21,,,,,,,, ,,
,Legion,846344,,,40,,,,,,,, ,,
,Legion,846344,,,,21.66,,,,,,, ,,
